country_name,region,incomegroup,year,life_expectancy_world_bank,prevelance_of_undernourishment,co2,health_expenditure_per,education_expenditure_per,unemployment,sanitation,injuries,communicable,noncommunicable,year_dt
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2004,73.36,3.1,158270.004272461,2.86,5.92,3.54,66.48,715929.7,1006519.56,3951207.11,2004
Niger,Sub-Saharan_Africa,Low_income,2004,52.67,28.5,790.000021457672,5.01,3.01,2.75,8.67,564466.3,12054003.22,2123299.73,2004
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2004,70.93,24.0,4530.00020980835,6.06,4.08,6.41,43.99,168566.31,324369.57,745404.82,2004
Netherlands,Europe_&_Central_Asia,High_income,2004,79.1,2.5,172119.995117188,9.11,5.06,4.65,97.45,317652.17,231111.17,3883473.67,2004
Norway,Europe_&_Central_Asia,High_income,2004,79.84,2.5,37340.0001525879,8.82,7.3,4.26,59.9,123056.69,58296.22,1100387.46,2004
Nepal,South_Asia,Lower_middle_income,2004,64.73,17.6,2809.99994277954,4.04,3.17,1.55,16.16,985097.49,5609448.93,4053575.71,2004
New_Zealand,East_Asia_&_Pacific,High_income,2004,79.55,2.5,32840.0001525879,7.9,6.51,4.01,76.6,151606.27,43765.67,861237.27,2004
Oman,Middle_East_&_North_Africa,High_income,2004,73.85,10.1,31260.0002288818,2.98,4.03,4.18,86.51,132581.53,75793.67,338664.44,2004
Pakistan,South_Asia,Lower_middle_income,2004,63.74,19.0,118650.001525879,2.35,1.77,0.61,32.1,4516245.25,58001920.93,29322560.91,2004
Panama,Latin_America_&_Caribbean,High_income,2004,75.73,21.3,5610.0001335144,6.99,3.58,3.74,62.86,100766.69,149394.3,473399.95,2004
Peru,Latin_America_&_Caribbean,Upper_middle_income,2004,72.58,21.7,31239.9997711182,4.43,2.96,4.7,17.68,912495.0,2153351.01,3881629.45,2004
Philippines,East_Asia_&_Pacific,Lower_middle_income,2004,69.01,15.9,75139.9993896484,3.05,2.47,3.55,44.57,2842904.71,9797180.34,14392798.75,2004
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2004,60.24,28.6,4949.99980926514,2.59,1.92,2.54,47.86,276985.3,1702509.88,1246368.5,2004
Poland,Europe_&_Central_Asia,High_income,2004,74.85,2.5,301850.006103516,5.87,5.36,19.07,81.76,1690727.69,570036.07,10246687.27,2004
Portugal,Europe_&_Central_Asia,High_income,2004,77.67,2.5,62130.0010681152,9.53,5.05,6.32,53.34,306101.62,215088.17,2870536.76,2004
Paraguay,Latin_America_&_Caribbean,Upper_middle_income,2004,71.46,9.1,3970.00002861023,4.93,2.87,6.51,47.65,219858.24,352196.63,851317.48,2004
Qatar,Middle_East_&_North_Africa,High_income,2004,78.08,2.7,37069.9996948242,3.18,3.46,0.86,71.1,33256.16,15547.0,104151.73,2004
Romania,Europe_&_Central_Asia,High_income,2004,71.56,2.5,95349.9984741211,5.48,3.31,7.72,52.82,932830.23,644478.06,6835068.35,2004
Rwanda,Sub-Saharan_Africa,Low_income,2004,53.6,35.9,560.000002384186,8.54,3.99,0.95,9.4,488696.49,4474089.96,1438966.48,2004
Saudi_Arabia,Middle_East_&_North_Africa,High_income,2004,73.16,5.0,299890.014648438,3.58,6.28,5.82,39.71,1272700.88,861072.05,3470455.56,2004
Sudan,Sub-Saharan_Africa,Low_income,2004,60.09,19.7,8829.99992370605,4.16,1.31,15.05,9.4,2206442.57,8656537.0,6065398.98,2004
Senegal,Sub-Saharan_Africa,Lower_middle_income,2004,59.91,19.6,5389.9998664856,4.57,3.08,7.79,15.33,321997.23,4201912.08,1733808.01,2004
Singapore,East_Asia_&_Pacific,High_income,2004,79.49,2.5,39619.9989318848,3.15,3.65,5.84,100.0,78118.27,64275.16,604975.76,2004
Solomon_Islands,East_Asia_&_Pacific,Lower_middle_income,2004,68.84,12.7,310.000002384186,7.72,9.81,1.7,47.86,32207.3,106276.52,131426.67,2004
Sierra_Leone,Sub-Saharan_Africa,Low_income,2004,43.47,48.8,529.999971389771,10.96,3.11,3.42,9.81,245496.96,4222083.96,1046659.2,2004
El_Salvador,Latin_America_&_Caribbean,Lower_middle_income,2004,69.91,8.7,6679.99982833862,8.5,3.73,6.05,43.99,386309.91,327114.87,992703.63,2004
Serbia,Europe_&_Central_Asia,Upper_middle_income,2004,72.68,2.5,56349.9984741211,8.24,4.05,18.5,21.35,355472.7,186917.33,3099577.11,2004
Sao_Tome_and_Principe,Sub-Saharan_Africa,Lower_middle_income,2004,64.02,9.8,70.0000002980232,11.87,3.23,16.12,17.01,3888.15,33050.62,26464.67,2004
Suriname,Latin_America_&_Caribbean,Upper_middle_income,2004,68.56,10.3,1389.99998569489,5.85,5.53,9.49,30.43,22291.22,47422.58,102017.13,2004
Slovenia,Europe_&_Central_Asia,High_income,2004,77.21,2.5,15699.9998092651,7.94,5.64,6.01,33.14,102634.3,26362.32,510436.7,2004
Sweden,Europe_&_Central_Asia,High_income,2004,80.5,2.5,53590.0001525879,8.13,6.66,6.69,93.25,237296.34,96815.41,2274859.75,2004
Eswatini,Sub-Saharan_Africa,Lower_middle_income,2004,42.73,8.4,629.999995231628,6.81,5.4,26.52,21.3,71871.57,866754.52,199279.46,2004
Chad,Sub-Saharan_Africa,Low_income,2004,48.27,37.1,449.999988079071,5.5,1.59,0.84,8.69,440064.14,8169303.9,1605007.22,2004
Togo,Sub-Saharan_Africa,Low_income,2004,54.23,28.7,1779.99997138977,3.09,3.11,4.16,6.27,201234.09,2918800.69,820545.79,2004
Thailand,East_Asia_&_Pacific,Upper_middle_income,2004,71.73,13.7,210190.002441406,3.14,4.03,1.51,20.5,3887245.72,3883433.89,12239041.12,2004
Tajikistan,Europe_&_Central_Asia,Lower_middle_income,2004,65.31,2.5,2599.99990463257,4.8,2.77,13.61,51.39,226589.53,976438.44,1131924.14,2004
Turkmenistan,Europe_&_Central_Asia,Upper_middle_income,2004,64.69,4.5,49369.9989318848,10.58,3.08,8.19,40.62,167142.32,467841.41,960579.0,2004
Tonga,East_Asia_&_Pacific,Upper_middle_income,2004,69.82,4.0,129.999995231628,4.63,3.91,4.01,33.24,2282.2,6738.75,19251.9,2004
Trinidad_and_Tobago,Latin_America_&_Caribbean,High_income,2004,70.43,11.5,16100.0003814697,4.31,3.64,8.33,62.86,56644.93,65140.81,308285.2,2004
Tunisia,Middle_East_&_North_Africa,Lower_middle_income,2004,74.03,4.4,22479.9995422363,5.45,6.72,14.23,58.88,332828.46,398364.0,1825755.52,2004
Tanzania,Sub-Saharan_Africa,Lower_middle_income,2004,53.6,31.6,5079.99992370605,5.74,3.56,3.16,9.64,1162947.7,21982184.83,6083090.84,2004
Uganda,Sub-Saharan_Africa,Low_income,2004,50.55,28.5,1629.99999523163,4.7,4.95,2.75,9.4,1123145.43,19076345.47,3965421.67,2004
Ukraine,Europe_&_Central_Asia,Lower_middle_income,2004,68.19,2.5,307140.014648438,6.17,5.12,8.59,43.8,3510881.62,1489207.85,19419841.87,2004
Uruguay,Latin_America_&_Caribbean,High_income,2004,75.6,3.8,5460.00003814697,8.3,2.5,12.98,62.86,127726.11,95133.85,823377.26,2004
United_States,North_America,High_income,2004,77.49,2.5,5738290.0390625,14.59,4.93,5.53,97.76,9226345.53,5139749.65,76706825.05,2004
Uzbekistan,Europe_&_Central_Asia,Lower_middle_income,2004,68.14,16.8,124839.996337891,5.13,5.74,8.19,51.39,1062729.35,2727333.55,5755934.15,2004
Vietnam,East_Asia_&_Pacific,Lower_middle_income,2004,73.88,15.7,85050.0030517578,3.8,4.81,2.14,47.86,2876652.32,5018633.66,13807772.03,2004
Vanuatu,East_Asia_&_Pacific,Lower_middle_income,2004,68.18,7.0,70.0000002980232,3.54,5.6,1.75,47.86,9293.58,31285.58,42894.7,2004
Samoa,East_Asia_&_Pacific,Lower_middle_income,2004,70.09,3.3,189.999997615814,4.65,4.71,5.22,47.89,6130.14,8962.68,36796.52,2004
Zambia,Sub-Saharan_Africa,Low_income,2004,47.35,28.5,2109.99989509583,7.05,2.46,15.3,9.4,417552.32,8697366.78,1814024.88,2004
Angola,Sub-Saharan_Africa,Lower_middle_income,2005,50.16,52.2,15810.0004196167,2.85,2.12,3.88,21.3,1257995.96,10778976.02,3009696.38,2005
Albania,Europe_&_Central_Asia,Upper_middle_income,2005,75.23,8.9,4030.00020980835,6.34,3.28,15.97,41.88,94241.87,99241.18,568930.66,2005
United_Arab_Emirates,Middle_East_&_North_Africa,High_income,2005,75.38,8.0,116459.999084473,2.32,3.87,3.12,74.57,169003.26,70457.88,589327.57,2005
Argentina,Latin_America_&_Caribbean,Upper_middle_income,2005,74.45,3.7,145990.005493164,7.61,3.86,11.51,48.9,1325638.99,1447163.21,8238762.03,2005
Armenia,Europe_&_Central_Asia,Upper_middle_income,2005,72.63,12.3,4460.00003814697,5.86,2.71,10.2,46.66,92659.79,105444.38,793047.77,2005
Antigua_and_Barbuda,Latin_America_&_Caribbean,High_income,2005,75.02,4.4,409.999996423721,4.99,2.58,7.41,62.86,2247.22,2901.01,15252.01,2005
Australia,East_Asia_&_Pacific,High_income,2005,80.84,2.5,370089.996337891,7.99,4.9,5.03,59.76,613138.17,207652.87,4288693.98,2005
Austria,Europe_&_Central_Asia,High_income,2005,79.33,2.5,76239.9978637695,9.63,5.25,5.63,99.67,235313.1,78402.4,2112187.42,2005
Azerbaijan,Europe_&_Central_Asia,Upper_middle_income,2005,68.75,4.8,30040.0009155273,2.26,2.97,7.26,23.12,240229.35,826520.96,2003781.9,2005
Burundi,Sub-Saharan_Africa,Low_income,2005,53.37,28.5,150.000005960464,8.42,3.63,1.62,9.4,1328158.4,4558703.58,1203308.99,2005
Belgium,Europe_&_Central_Asia,High_income,2005,78.98,2.5,110610.000610352,9.26,5.8,8.44,75.61,394024.93,164589.62,2695062.01,2005
Benin,Sub-Saharan_Africa,Lower_middle_income,2005,57.36,12.0,2900.00009536743,2.93,2.66,0.82,21.3,313691.95,4334552.55,1313241.95,2005
Burkina_Faso,Sub-Saharan_Africa,Low_income,2005,53.31,17.5,1059.99994277954,3.95,3.94,4.0,9.4,591426.25,10011584.28,2660480.48,2005
Bangladesh,South_Asia,Lower_middle_income,2005,67.77,14.2,32709.9990844727,2.41,2.05,4.25,23.07,4474768.37,24349119.13,22331323.1,2005
Bulgaria,Europe_&_Central_Asia,Upper_middle_income,2005,72.56,4.9,47990.0016784668,6.89,4.11,10.08,50.3,340284.76,162185.18,3119810.92,2005
Bahrain,Middle_East_&_North_Africa,High_income,2005,75.33,2.7,20690.0005340576,3.18,3.33,1.09,74.24,23495.3,17231.54,134173.26,2005
Belarus,Europe_&_Central_Asia,Upper_middle_income,2005,68.85,2.5,56779.9987792969,6.07,5.87,9.06,83.06,812527.83,216458.96,3659225.81,2005
Belize,Latin_America_&_Caribbean,Upper_middle_income,2005,70.0,5.7,469.999998807907,4.5,6.61,10.91,38.16,14188.47,19369.8,42535.63,2005
Bolivia,Latin_America_&_Caribbean,Lower_middle_income,2005,65.31,26.8,10050.0001907349,5.07,8.26,2.54,32.53,396696.96,1379836.23,1691731.05,2005
Brazil,Latin_America_&_Caribbean,Upper_middle_income,2005,71.9,6.5,331690.002441406,8.04,4.48,9.57,37.83,9338534.63,12613729.65,38596396.98,2005
Barbados,Latin_America_&_Caribbean,High_income,2005,77.92,6.1,1419.99995708466,6.77,5.67,9.08,62.86,6964.33,10645.46,65131.52,2005
Bhutan,South_Asia,Lower_middle_income,2005,65.29,14.4,319.999992847443,4.13,7.29,3.1,64.15,21050.03,118575.85,109994.43,2005
Central_African_Republic,Sub-Saharan_Africa,Low_income,2005,44.74,39.6,219.999998807907,4.37,1.65,5.7,19.09,310132.64,3766393.86,805165.65,2005
Canada,North_America,High_income,2005,80.19,2.5,549030.029296875,9.04,4.77,6.76,78.89,834411.4,396014.65,6949223.73,2005
Switzerland,Europe_&_Central_Asia,High_income,2005,81.24,2.5,45849.9984741211,10.0,5.06,4.44,99.62,233140.53,78391.76,1738439.81,2005
Chile,Latin_America_&_Caribbean,High_income,2005,77.63,3.1,55970.0012207031,6.59,3.26,9.34,54.8,522744.09,296514.04,3000791.24,2005
China,East_Asia_&_Pacific,Upper_middle_income,2005,72.98,7.0,5824629.8828125,4.18,2.39,4.52,21.16,45422072.3,35870314.03,287176624.3,2005
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2005,50.12,18.3,5880.00011444092,5.01,2.92,5.69,21.3,701543.54,12763722.59,2980729.21,2005
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2005,52.76,15.9,5019.99998092651,4.1,2.66,4.4,21.3,706338.0,10894276.03,2906555.32,2005
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2005,74.26,11.2,57639.9993896484,6.07,4.02,11.06,15.99,2538197.77,2048504.66,6570975.45,2005
Comoros,Sub-Saharan_Africa,Lower_middle_income,2005,60.13,12.4,150.000005960464,6.13,2.74,4.92,21.3,21218.36,194212.23,95084.32,2005
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2005,78.12,4.4,6269.99998092651,6.66,6.47,6.57,37.65,114095.97,93285.96,622002.47,2005
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2005,77.69,2.5,26319.9996948242,8.76,10.56,1.95,39.54,337245.42,254054.3,2470075.1,2005
Cyprus,Europe_&_Central_Asia,High_income,2005,78.63,7.6,7900.00009536743,5.44,6.29,5.3,76.29,29343.02,10822.5,213014.06,2005
Germany,Europe_&_Central_Asia,High_income,2005,78.93,2.5,802380.004882813,10.31,4.87,11.17,96.02,1911407.94,896837.54,23022502.15,2005
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2005,57.99,31.3,430.000007152557,3.22,8.37,27.72,25.71,28409.67,310769.59,115615.6,2005
Denmark,Europe_&_Central_Asia,High_income,2005,77.84,2.5,50200.0007629395,9.09,8.09,4.83,86.8,132813.09,73621.14,1477458.19,2005
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2005,70.77,19.2,18690.0005340576,4.35,3.65,6.59,38.16,393830.81,959580.3,1557582.1,2005
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2005,73.07,6.7,94190.0024414063,3.24,5.95,15.27,20.69,1366864.54,1966546.31,5744011.18,2005
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2005,74.11,22.4,28219.9993133545,5.59,4.62,3.78,40.29,715120.38,983555.77,2243594.19,2005
Eritrea,Sub-Saharan_Africa,Low_income,2005,58.71,28.5,600.000023841858,6.86,3.34,5.26,9.4,277294.0,1961413.94,757255.64,2005
Spain,Europe_&_Central_Asia,High_income,2005,80.17,2.5,350500.0,7.73,4.14,9.15,93.57,1088739.16,570654.23,10509981.76,2005
Estonia,Europe_&_Central_Asia,High_income,2005,72.57,2.5,17229.9995422363,5.06,4.81,8.03,92.6,80311.4,25099.05,446760.95,2005
Ethiopia,Sub-Saharan_Africa,Low_income,2005,56.22,37.1,5050.00019073486,4.1,5.06,2.5,3.36,3104046.1,40790843.51,11007525.3,2005
Finland,Europe_&_Central_Asia,High_income,2005,78.82,2.5,55459.9990844727,8.29,6.03,8.38,81.27,220259.91,50383.55,1349234.33,2005
Fiji,East_Asia_&_Pacific,Upper_middle_income,2005,66.31,3.7,1289.99996185303,3.26,5.17,3.89,34.89,26104.33,59490.89,208811.06,2005
France,Europe_&_Central_Asia,High_income,2005,80.16,2.5,380660.003662109,10.21,5.43,8.49,79.12,2062509.51,788320.25,14259166.56,2005
United_Kingdom,Europe_&_Central_Asia,High_income,2005,79.05,2.5,540919.982910156,8.44,4.93,4.75,97.81,1235891.42,1048445.02,16175728.55,2005
Georgia,Europe_&_Central_Asia,Upper_middle_income,2005,70.54,4.1,4239.99977111816,8.08,2.48,13.81,44.43,140712.61,163212.97,1404204.32,2005
Ghana,Sub-Saharan_Africa,Lower_middle_income,2005,58.72,11.2,7039.99996185303,3.64,7.42,5.62,6.28,689437.77,8669563.55,3585007.12,2005
Guinea,Sub-Saharan_Africa,Low_income,2005,53.24,28.5,1830.00004291534,4.04,1.85,4.65,9.4,396400.73,5567493.44,1747669.3,2005
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2005,52.28,28.5,209.999993443489,7.25,2.17,6.21,5.17,79982.17,868753.46,267548.56,2005
Greece,Europe_&_Central_Asia,High_income,2005,79.24,2.5,101949.996948242,8.56,3.96,9.99,80.5,278666.21,121855.66,2912348.04,2005
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2005,73.12,7.3,250.0,5.14,3.74,6.94,38.16,3276.98,4526.34,22360.38,2005
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2005,69.76,18.9,11529.9997329712,6.15,3.01,3.05,38.16,854249.3,1709715.74,1988523.87,2005
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2005,66.69,7.1,1480.00001907349,3.79,8.14,11.02,38.16,52305.0,90967.8,174664.72,2005
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2005,72.03,22.3,6969.99979019165,7.5,6.06,4.91,43.25,365610.91,547094.01,1156325.62,2005
Croatia,Europe_&_Central_Asia,High_income,2005,75.24,2.5,21450.0007629395,6.91,3.94,12.6,78.16,181964.7,66291.05,1335866.29,2005
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2005,58.65,52.9,1700.00004768372,3.37,1.63,14.42,43.99,612947.93,2874077.9,2194067.61,2005
Hungary,Europe_&_Central_Asia,High_income,2005,72.65,2.5,55919.9981689453,8.0,5.32,7.19,66.18,448791.29,136255.69,3555087.57,2005
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2005,67.33,19.2,342149.993896484,2.53,2.87,7.94,47.86,6392259.59,27418345.71,44810321.32,2005
India,South_Asia,Lower_middle_income,2005,64.5,21.6,1136469.97070313,3.79,3.19,5.61,15.32,53131679.51,245719584.3,202654074.7,2005
Ireland,Europe_&_Central_Asia,High_income,2005,78.94,2.5,46650.0015258789,7.65,4.52,4.34,61.82,101923.56,53506.3,907914.54,2005
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2005,68.27,17.9,85129.997253418,2.9,4.6,8.71,35.42,2808835.54,2794695.17,4970213.55,2005
Iceland,Europe_&_Central_Asia,High_income,2005,81.5,2.5,2289.99996185303,8.95,7.34,2.55,52.11,6160.82,3169.09,57362.63,2005
Israel,Middle_East_&_North_Africa,High_income,2005,80.15,2.5,61009.9983215332,7.12,5.75,11.34,83.61,162055.03,91859.52,1251607.89,2005
Italy,Europe_&_Central_Asia,High_income,2005,80.78,2.5,473829.986572266,8.34,4.24,7.73,95.66,1218313.84,589409.64,15509810.44,2005
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2005,74.15,7.4,10560.0004196167,4.55,4.62,11.26,38.16,71749.8,115066.87,448996.97,2005
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2005,72.6,5.5,19870.0008392334,8.59,4.92,14.8,76.29,149371.49,257676.03,821488.14,2005
Japan,East_Asia_&_Pacific,High_income,2005,81.93,2.5,1212819.94628906,7.66,3.31,4.45,75.23,3727544.51,2003154.25,29099084.74,2005
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2005,65.86,7.3,169210.006713867,3.9,2.26,8.13,40.62,1260407.14,940183.39,4751056.39,2005
Kenya,Sub-Saharan_Africa,Lower_middle_income,2005,54.73,28.5,8319.99969482422,5.31,7.34,2.92,21.3,948916.52,16008150.7,4450879.6,2005
Cambodia,East_Asia_&_Pacific,Lower_middle_income,2005,63.09,17.0,2660.00008583069,6.85,1.72,1.13,47.86,559323.51,3026336.11,2539947.42,2005
Kiribati,East_Asia_&_Pacific,Lower_middle_income,2005,64.48,5.3,70.0000002980232,11.51,11.98,2.1900000000000004,19.76,4157.85,18994.87,29463.58,2005
Kuwait,Middle_East_&_North_Africa,High_income,2005,73.54,2.5,69910.0036621094,2.01,4.74,1.5,100.0,58251.14,45014.32,315360.34,2005
Lebanon,Middle_East_&_North_Africa,Lower_middle_income,2005,76.86,10.9,17280.0006866455,7.55,2.65,8.28,10.69,94094.45,146384.15,827237.68,2005
Liberia,Sub-Saharan_Africa,Low_income,2005,55.39,35.8,670.000016689301,9.68,2.17,2.19,9.4,94838.99,1756070.71,480392.15,2005
Sri_Lanka,South_Asia,Lower_middle_income,2005,74.69,14.0,13979.9995422363,4.01,2.26,7.67,32.1,920999.31,864752.72,3779337.17,2005
Lesotho,Sub-Saharan_Africa,Lower_middle_income,2005,42.66,13.7,430.000007152557,5.45,12.08,31.31,18.13,150238.58,1587788.28,397447.7,2005
Lithuania,Europe_&_Central_Asia,High_income,2005,71.25,2.5,12829.9999237061,5.65,4.88,8.32,81.83,267015.64,68681.84,1097718.22,2005
Luxembourg,Europe_&_Central_Asia,High_income,2005,79.43,2.5,11909.9998474121,7.18,3.71,4.49,91.05,12210.33,5297.73,109724.54,2005
Latvia,Europe_&_Central_Asia,High_income,2005,71.36,2.5,7710.00003814697,5.85,5.07,10.03,52.14,160049.07,50267.45,820637.21,2005
Morocco,Middle_East_&_North_Africa,Lower_middle_income,2005,71.75,5.5,43580.0018310547,4.76,5.3,11.01,34.5,1321307.72,3151648.95,5987944.71,2005
Moldova,Europe_&_Central_Asia,Upper_middle_income,2005,67.82,3.4,8180.00030517578,9.56,7.16,7.29,40.62,230090.31,153380.94,1326734.79,2005
Madagascar,Sub-Saharan_Africa,Low_income,2005,61.21,33.4,1710.00003814697,5.2,3.31,2.62,5.27,501460.34,7259330.43,2955506.1,2005
Mexico,Latin_America_&_Caribbean,Upper_middle_income,2005,75.3,4.4,432190.002441406,5.84,4.85,3.56,23.88,3689547.48,5020395.24,18291872.34,2005
North_Macedonia,Europe_&_Central_Asia,Upper_middle_income,2005,73.7,5.0,9229.99954223633,7.68,3.3,37.25,12.91,61827.58,40937.94,596222.97,2005
Mali,Sub-Saharan_Africa,Low_income,2005,52.06,13.3,1649.99997615814,5.2,3.52,9.69,9.4,559210.25,10106599.71,2255837.98,2005
Malta,Middle_East_&_North_Africa,High_income,2005,79.3,2.5,2630.00011444092,8.66,5.5,6.92,91.87,8549.32,5438.3,94981.89,2005
Myanmar,East_Asia_&_Pacific,Lower_middle_income,2005,61.61,27.8,10720.0002670288,2.33,2.0,0.67,60.17,2430622.1,11368021.64,12200872.26,2005
Mongolia,East_Asia_&_Pacific,Lower_middle_income,2005,65.1,29.6,11060.0004196167,3.76,4.83,7.04,36.56,169657.73,249870.69,630709.38,2005
Mozambique,Sub-Saharan_Africa,Low_income,2005,50.39,33.3,1710.00003814697,4.39,4.01,3.02,9.4,758310.49,14977648.67,3077260.34,2005
Mauritania,Sub-Saharan_Africa,Lower_middle_income,2005,61.35,9.4,1509.99999046326,3.4,2.13,9.79,21.3,109696.6,903726.12,416894.07,2005
Malawi,Sub-Saharan_Africa,Low_income,2005,47.84,22.5,759.999990463257,6.06,4.15,5.84,20.44,387049.3,9646018.59,1988341.65,2005
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2005,73.56,3.2,167419.998168945,2.79,5.09,3.53,66.68,712032.24,994880.16,4024568.88,2005
Niger,Sub-Saharan_Africa,Low_income,2005,53.41,28.5,759.999990463257,5.68,3.01,3.1,9.26,606955.83,11877997.68,2237277.18,2005
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2005,71.19,23.3,4340.00015258789,6.22,4.08,5.37,43.99,169782.7,314709.73,773490.37,2005
Netherlands,Europe_&_Central_Asia,High_income,2005,79.35,2.5,167929.992675781,9.1,5.11,5.87,97.45,311494.4,230193.14,3856641.04,2005
Norway,Europe_&_Central_Asia,High_income,2005,80.04,2.5,36349.9984741211,8.33,6.87,4.38,60.24,121928.42,58752.71,1093892.9,2005
Nepal,South_Asia,Lower_middle_income,2005,65.26,16.8,3190.00005722046,3.94,3.36,1.46,17.84,915172.53,5289678.77,4161870.95,2005
New_Zealand,East_Asia_&_Pacific,High_income,2005,79.85,2.5,34229.9995422363,8.27,6.28,3.81,77.15,151701.35,42969.16,861869.62,2005
Oman,Middle_East_&_North_Africa,High_income,2005,74.23,9.6,31010.0002288818,2.59,3.52,4.18,86.51,128258.01,72765.89,340740.35,2005
Pakistan,South_Asia,Lower_middle_income,2005,63.95,17.6,121669.998168945,2.71,2.05,0.59,32.1,9169537.74,57243295.55,29945847.7,2005
Panama,Latin_America_&_Caribbean,High_income,2005,75.89,21.6,7119.99988555908,6.09,3.28,3.75,62.86,102474.1,152201.63,485199.5,2005
Peru,Latin_America_&_Caribbean,Upper_middle_income,2005,72.91,18.8,31290.0009155273,4.67,2.84,4.88,19.55,888236.36,2091185.06,3913777.51,2005
Philippines,East_Asia_&_Pacific,Lower_middle_income,2005,69.11,14.4,76669.9981689453,3.74,2.33,3.8,44.92,2765621.72,9624724.62,15005146.61,2005
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2005,60.53,27.4,4929.99982833862,2.45,1.92,2.41,47.86,292855.17,1726131.09,1303390.94,2005
Poland,Europe_&_Central_Asia,High_income,2005,75.0,2.5,301350.006103516,5.81,5.43,17.75,82.41,1685579.68,571468.85,10305672.48,2005
